,PM10,PM2.5,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,Rain_Tot,Press_Avg,Rad_Avg,PM2.5_5horasdeps,PM10_5horasdeps,Time
445,53.79,27.8,14.86,36.0,1.456,3.18,4.5,0.0,809.461,-0.716,34.42,39.23,2025-01-25 22:00:00
446,44.63,22.28,13.7,39.67,1.819,3.09,335.0,0.0,809.888,-0.693,21.46,30.88,2025-01-25 23:00:00
447,51.53,30.43,12.11,43.81,2.586,3.86,5.0,0.0,810.235,-0.677,23.28,44.27,2025-01-26 00:00:00
448,61.21,30.43,11.31,46.04,2.368,3.58,355.5,0.0,810.28,-0.676,14.83,26.19,2025-01-26 01:00:00
449,39.23,34.42,10.75,47.21,2.875,3.77,3.5,0.0,810.12,-0.677,25.62,45.03,2025-01-26 02:00:00
450,30.88,21.46,10.22,48.88,2.741,3.96,4.0,0.0,809.724,-0.651,26.8,34.07,2025-01-26 03:00:00
451,44.27,23.28,10.12,49.26,3.046,4.3,7.9,0.0,809.489,-0.654,46.15,46.1,2025-01-26 04:00:00
452,26.19,14.83,9.73,49.82,2.784,4.01,357.0,0.0,809.37,-0.651,11.99,26.62,2025-01-26 05:00:00
453,45.03,25.62,8.68,52.58,2.282,3.74,16.1,0.0,809.531,-0.635,17.38,37.19,2025-01-26 06:00:00
454,34.07,26.8,7.7,55.49,2.581,3.91,10.1,0.0,809.717,-0.646,14.75,33.49,2025-01-26 07:00:00
455,46.1,46.15,7.75,55.58,2.084,2.59,32.0,0.0,810.151,-0.637,23.3,32.33,2025-01-26 08:00:00
456,26.62,11.99,10.01,49.19,1.188,2.26,10.8,0.0,810.697,-0.525,12.31,22.56,2025-01-26 09:00:00
457,37.19,17.38,14.45,39.4,0.88,2.26,193.9,0.0,811.925,-0.028,5.55,14.98,2025-01-26 10:00:00
458,33.49,14.75,20.62,34.18,1.514,3.57,187.4,0.0,817.102,1.378,12.87,22.22,2025-01-26 11:00:00
459,32.33,23.3,23.06,30.01,1.773,3.83,201.4,0.0,817.181,1.481,3.19,17.02,2025-01-26 12:00:00
460,22.56,12.31,24.74,26.34,2.146,4.43,183.7,0.0,816.386,1.619,17.37,23.52,2025-01-26 13:00:00
461,14.98,5.55,25.87,23.81,2.465,6.14,138.7,0.0,815.148,1.602,23.93,27.5,2025-01-26 14:00:00
462,22.22,12.87,26.17,21.74,2.849,7.11,154.6,0.0,814.078,1.455,41.59,35.23,2025-01-26 15:00:00
463,23.52,17.37,26.53,19.69,2.082,4.46,176.5,0.0,812.745,1.21,28.92,42.27,2025-01-26 17:00:00
464,27.5,23.93,25.76,20.8,1.48,4.1,214.4,0.0,812.475,0.979,23.6,31.86,2025-01-26 18:00:00
465,35.23,41.59,22.96,23.04,1.417,3.8,315.9,0.0,810.782,0.426,12.92,15.51,2025-01-26 19:00:00
466,48.97,35.53,18.92,24.5,2.058,4.96,15.8,0.0,807.519,-0.688,20.09,28.32,2025-01-26 20:00:00
467,42.27,28.92,17.38,28.81,1.809,6.69,9.3,0.0,808.324,-0.676,26.29,46.22,2025-01-26 21:00:00
469,15.51,12.92,15.4,34.25,1.542,4.0,290.7,0.0,809.134,-0.696,15.29,31.13,2025-01-26 23:00:00
470,28.32,20.09,13.88,36.96,1.139,2.47,339.7,0.0,809.357,-0.697,14.54,27.64,2025-01-27 00:00:00
471,46.22,26.29,12.64,38.87,1.958,2.61,31.5,0.0,809.139,-0.679,21.14,30.23,2025-01-27 01:00:00
472,33.53,11.28,11.46,42.28,2.724,4.73,6.2,0.0,808.873,-0.682,26.2,35.19,2025-01-27 02:00:00
473,31.13,15.29,11.55,43.7,2.381,3.67,11.0,0.0,808.69,-0.675,23.78,37.75,2025-01-27 03:00:00
474,27.64,14.54,9.9,47.78,2.725,3.92,13.3,0.0,808.183,-0.669,30.96,50.26,2025-01-27 04:00:00
475,30.23,21.14,9.13,49.0,2.831,3.68,0.2,0.0,807.935,-0.645,24.48,75.28,2025-01-27 05:00:00
476,35.19,26.2,8.81,49.52,2.67,3.95,13.6,0.0,807.928,-0.64,22.55,69.74,2025-01-27 06:00:00
477,37.75,23.78,7.93,51.18,2.054,3.02,13.0,0.0,808.268,-0.667,22.41,51.11,2025-01-27 07:00:00
478,50.26,30.96,8.06,50.07,1.457,2.55,22.1,0.0,808.705,-0.653,23.07,43.19,2025-01-27 08:00:00
479,75.28,24.48,9.91,45.06,1.197,1.86,354.5,0.0,809.33,-0.511,3.11,31.27,2025-01-27 09:00:00
480,69.74,22.55,14.56,35.18,1.024,2.88,222.2,0.0,810.092,-0.118,2.14,26.78,2025-01-27 10:00:00
481,51.11,22.41,19.6,31.01,1.388,2.73,189.2,0.0,814.731,1.229,-2.51,25.52,2025-01-27 11:00:00
482,43.19,23.07,22.91,25.15,1.735,3.61,189.3,0.0,815.513,1.46,1.74,33.08,2025-01-27 12:00:00
483,32.21,22.19,27.11,18.05,2.339,4.62,209.4,0.0,810.696,1.117,35.94,45.4,2025-01-27 17:00:00
484,36.72,45.65,25.56,19.47,2.244,4.98,198.9,0.0,810.334,0.938,15.69,19.92,2025-01-27 18:00:00
485,62.49,53.08,22.63,21.81,2.34,5.1,262.0,0.0,808.228,0.229,14.2,20.56,2025-01-27 19:00:00
486,62.53,57.84,19.22,24.28,2.177,4.75,353.1,0.0,805.92,-0.703,27.41,32.84,2025-01-27 20:00:00
487,45.4,35.94,17.75,24.35,2.731,5.21,59.5,0.0,806.765,-0.688,9.7,23.34,2025-01-27 21:00:00
488,19.92,15.69,16.72,27.23,1.267,3.37,312.0,0.0,807.346,-0.692,6.84,12.69,2025-01-27 22:00:00
489,20.56,14.2,16.23,29.82,1.774,4.83,348.1,0.0,807.833,-0.688,24.1,16.73,2025-01-27 23:00:00
490,32.84,27.41,14.44,35.04,1.938,4.14,355.4,0.0,807.842,-0.689,10.83,-31.15,2025-01-28 00:00:00
491,23.34,9.7,13.97,39.35,2.079,4.23,12.1,0.0,807.567,-0.693,7.13,76.15,2025-01-28 01:00:00
492,12.69,6.84,12.63,42.49,2.365,3.83,352.0,0.0,807.439,-0.676,11.28,31.27,2025-01-28 02:00:00
493,16.73,24.1,11.86,44.39,2.246,3.71,32.3,0.0,807.056,-0.684,7.85,51.96,2025-01-28 03:00:00
494,76.15,7.13,8.43,59.74,3.354,8.59,48.4,0.0,809.193,-0.633,7.68,20.13,2025-02-01 01:00:00
495,31.27,11.28,7.94,61.24,3.371,9.23,37.2,0.0,809.022,-0.625,9.09,18.86,2025-02-01 02:00:00
496,51.96,7.85,7.63,60.71,4.203,8.93,47.6,0.0,808.623,-0.631,16.21,17.93,2025-02-01 03:00:00
497,23.88,8.54,7.87,63.37,2.873,8.04,44.4,0.0,808.283,-0.627,12.78,15.4,2025-02-01 04:00:00
498,20.13,7.68,8.18,66.0,2.454,6.92,45.0,0.0,808.091,-0.625,1.61,8.5,2025-02-01 05:00:00
499,18.86,9.09,8.24,67.89,1.979,6.1,49.9,0.0,808.146,-0.624,7.0,4.14,2025-02-01 06:00:00
500,17.93,16.21,8.41,69.19,2.453,8.42,66.4,0.0,808.588,-0.629,7.01,18.26,2025-02-01 07:00:00
501,15.4,12.78,8.56,68.29,1.772,5.41,51.9,0.0,808.892,-0.624,5.97,11.35,2025-02-01 08:00:00
502,4.14,7.0,11.26,54.56,3.663,6.83,54.4,0.0,809.814,-0.103,5.94,4.58,2025-02-01 10:00:00
503,18.26,7.01,14.39,46.39,2.847,6.55,79.7,0.0,810.027,0.125,-6.87,12.08,2025-02-01 11:00:00
504,11.35,5.97,18.55,41.34,2.465,4.89,72.3,0.0,813.209,1.265,4.88,-13.09,2025-02-01 12:00:00
505,8.7,4.96,21.39,36.75,2.002,4.33,347.6,0.0,813.827,1.543,7.85,46.69,2025-02-01 13:00:00
506,4.58,5.94,23.81,31.67,2.234,6.01,211.4,0.0,813.254,1.605,9.57,21.91,2025-02-01 14:00:00
507,46.69,7.85,24.19,28.31,2.099,5.26,337.3,0.0,810.517,1.214,21.35,56.77,2025-02-01 17:00:00
508,21.91,9.57,24.04,28.01,2.621,5.4,194.4,0.0,810.349,0.864,21.96,43.47,2025-02-01 18:00:00
509,34.15,45.91,19.64,28.51,2.549,5.79,181.2,0.0,806.37,-0.539,19.31,38.57,2025-02-01 19:00:00
510,51.59,31.56,17.14,28.64,3.985,7.51,53.4,0.0,806.824,-0.628,15.37,32.63,2025-02-01 20:00:00
511,56.77,21.35,15.33,31.72,2.904,5.71,4.4,0.0,807.656,-0.664,7.32,32.23,2025-02-01 21:00:00
512,43.47,21.96,15.48,31.87,1.8,4.9,121.9,0.0,808.334,-0.67,10.84,24.56,2025-02-01 22:00:00
513,38.57,19.31,14.39,34.96,2.392,5.18,35.4,0.0,809.038,-0.699,12.47,27.98,2025-02-01 23:00:00
514,32.63,15.37,13.19,39.68,2.809,5.11,11.4,0.0,809.101,-0.704,13.26,31.52,2025-02-02 00:00:00
515,32.23,7.32,12.67,44.94,2.449,4.89,9.0,0.0,808.732,-0.689,12.45,11.67,2025-02-02 01:00:00
516,24.56,10.84,11.47,55.41,2.618,4.32,344.2,0.0,808.383,-0.696,16.06,19.88,2025-02-02 02:00:00
517,27.98,12.47,11.12,55.4,1.983,3.53,342.6,0.0,808.152,-0.689,17.56,18.71,2025-02-02 03:00:00
518,31.52,13.26,10.9,54.84,2.786,4.31,13.2,0.0,807.993,-0.686,22.12,30.48,2025-02-02 04:00:00
519,11.67,12.45,10.31,58.37,1.711,3.98,11.9,0.0,807.809,-0.658,8.37,19.79,2025-02-02 05:00:00
520,19.88,16.06,9.79,56.52,1.824,3.35,27.2,0.0,807.844,-0.655,9.35,21.05,2025-02-02 06:00:00
521,18.71,17.56,8.78,61.35,0.946,2.48,5.8,0.0,808.215,-0.635,5.92,15.46,2025-02-02 07:00:00
522,30.48,22.12,7.91,64.31,1.99,3.19,358.6,0.0,808.838,-0.622,7.15,13.59,2025-02-02 08:00:00
523,19.79,8.37,9.64,55.47,1.773,3.18,346.3,0.0,809.336,-0.503,2.63,-14.69,2025-02-02 09:00:00
524,21.05,9.35,13.27,43.43,1.946,3.73,339.7,0.0,809.711,-0.103,-0.59,-14.74,2025-02-02 10:00:00
525,15.46,5.92,18.41,37.51,1.467,4.3,208.9,0.0,812.43,0.827,7.29,23.45,2025-02-02 11:00:00
526,13.59,7.15,22.45,35.39,1.706,3.86,194.6,0.0,814.684,1.475,2.09,16.53,2025-02-02 12:00:00
527,23.45,7.29,23.3,27.01,2.437,5.76,327.9,0.0,811.215,1.118,33.98,27.55,2025-02-02 15:00:00
528,12.49,11.62,23.3,23.47,1.237,3.9,180.7,0.0,809.866,0.874,18.71,26.94,2025-02-02 17:00:00
529,27.55,33.98,19.01,27.7,2.197,4.43,25.0,0.0,805.988,-0.553,18.25,26.72,2025-02-02 19:00:00
530,44.29,37.74,16.88,37.07,3.539,7.48,68.1,0.0,806.618,-0.631,18.38,30.88,2025-02-02 20:00:00
531,26.94,18.71,15.66,42.14,3.481,9.28,87.2,0.0,807.663,-0.663,6.38,19.23,2025-02-02 21:00:00
532,41.02,15.08,14.33,46.31,1.589,5.07,51.2,0.0,808.189,-0.696,5.21,15.54,2025-02-02 22:00:00
533,26.72,18.25,13.47,52.28,1.685,4.2,301.2,0.0,808.597,-0.696,10.75,26.18,2025-02-02 23:00:00
534,30.88,18.38,12.65,55.85,2.647,6.4,31.7,0.0,808.834,-0.695,3.91,20.79,2025-02-03 00:00:00
535,19.23,6.38,11.89,59.74,2.289,6.34,43.1,0.0,808.684,-0.678,9.31,20.57,2025-02-03 01:00:00
536,15.54,5.21,10.5,63.7,2.433,4.3,1.3,0.0,808.208,-0.669,14.23,5.33,2025-02-03 02:00:00
537,26.18,10.75,9.99,66.6,1.888,3.25,332.2,0.0,807.844,-0.647,17.98,28.01,2025-02-03 03:00:00
538,20.57,9.31,9.03,67.75,1.765,3.66,12.5,0.0,807.135,-0.63,5.66,12.92,2025-02-03 05:00:00
539,5.33,14.23,8.4,68.61,2.698,4.12,11.3,0.0,807.331,-0.626,6.44,17.13,2025-02-03 06:00:00
540,28.01,17.98,7.53,70.72,2.206,4.58,10.3,0.0,807.745,-0.62,7.24,-31.35,2025-02-03 07:00:00
541,28.12,20.06,7.41,70.09,1.727,3.54,0.1,0.0,808.354,-0.62,4.99,-35.19,2025-02-03 08:00:00
542,12.92,5.66,9.13,62.03,1.467,2.61,326.5,0.0,808.829,-0.491,-4.86,-4.6,2025-02-03 09:00:00
543,17.13,6.44,13.59,53.73,1.575,3.11,185.4,0.0,809.464,-0.07,-10.26,-1.27,2025-02-03 10:00:00
544,15.42,9.43,24.33,18.79,1.342,2.71,40.6,0.0,809.919,0.946,20.07,30.13,2025-02-03 18:00:00
545,40.02,32.64,21.2,18.81,0.955,5.98,337.4,0.0,806.733,-0.122,23.64,18.24,2025-02-03 19:00:00
546,31.46,40.49,17.73,26.61,3.024,6.91,4.3,0.0,805.623,-0.671,19.71,15.86,2025-02-03 20:00:00
547,48.89,50.26,16.33,37.36,2.718,6.06,57.9,0.0,806.721,-0.71,13.66,9.91,2025-02-03 21:00:00
548,30.13,20.07,15.54,44.38,2.229,6.87,95.9,0.0,807.542,-0.731,18.78,10.75,2025-02-03 22:00:00
549,18.24,23.64,14.2,50.89,1.501,5.09,319.8,0.0,808.131,-0.735,5.2,15.55,2025-02-03 23:00:00
550,15.86,19.71,12.69,62.95,3.275,7.47,327.4,0.0,808.273,-0.707,7.53,15.86,2025-02-04 00:00:00
551,9.91,13.66,11.74,68.27,2.749,5.75,340.4,0.0,807.896,-0.685,6.27,6.89,2025-02-04 01:00:00
552,10.75,18.78,11.76,62.52,2.824,5.91,36.7,0.0,807.696,-0.667,17.76,16.22,2025-02-04 02:00:00
553,15.55,5.2,10.63,66.66,1.649,3.55,314.7,0.0,807.329,-0.643,15.32,22.38,2025-02-04 03:00:00
554,15.86,7.53,10.14,68.13,2.153,3.5,356.0,0.0,806.952,-0.639,16.53,23.88,2025-02-04 04:00:00
555,6.89,6.27,9.01,71.84,1.986,4.17,13.7,0.0,806.735,-0.628,32.08,57.02,2025-02-04 05:00:00
556,16.22,17.76,8.58,72.2,2.523,3.78,23.5,0.0,806.739,-0.635,14.56,40.84,2025-02-04 06:00:00
557,22.38,15.32,7.92,74.48,2.99,4.08,6.7,0.0,807.071,-0.639,14.39,35.52,2025-02-04 07:00:00
558,23.88,16.53,7.86,74.98,2.077,4.07,354.7,0.0,807.723,-0.629,17.46,22.24,2025-02-04 08:00:00
559,57.02,32.08,9.64,67.33,1.675,2.49,348.3,0.0,808.212,-0.517,2.59,23.91,2025-02-04 09:00:00
560,40.84,14.56,13.08,54.69,1.313,3.11,330.7,0.0,808.863,-0.115,-2.95,18.21,2025-02-04 10:00:00
561,35.52,14.39,17.42,44.23,1.631,3.61,241.0,0.0,810.62,0.538,-3.65,9.39,2025-02-04 11:00:00
562,22.24,17.46,21.72,37.09,1.971,5.09,185.9,0.0,813.893,1.482,6.62,23.87,2025-02-04 12:00:00
563,23.87,6.62,26.21,20.31,2.218,5.06,289.9,0.0,811.033,1.379,45.93,50.42,2025-02-04 16:00:00
564,28.58,19.0,25.79,20.77,1.595,4.16,279.9,0.0,810.581,1.206,35.73,50.53,2025-02-04 17:00:00
565,20.13,23.55,25.29,21.27,2.046,5.65,124.6,0.0,810.449,1.004,15.82,22.72,2025-02-04 18:00:00
566,36.28,37.35,21.22,24.34,3.151,6.57,63.9,0.0,806.927,-0.213,24.9,13.55,2025-02-04 19:00:00
567,50.42,45.93,18.23,35.12,3.767,7.79,63.1,0.0,806.299,-0.673,34.6,20.72,2025-02-04 20:00:00
568,50.53,35.73,16.46,46.63,3.652,6.39,57.1,0.0,807.103,-0.715,57.13,5.18,2025-02-04 21:00:00
572,5.18,57.13,11.82,68.72,2.188,5.94,29.7,0.0,808.336,-0.687,17.0,17.77,2025-02-05 01:00:00
573,17.77,17.0,8.86,79.23,2.372,4.5,18.1,0.0,807.316,-0.635,17.39,49.37,2025-02-05 05:00:00
574,22.98,16.11,8.54,81.01,2.735,4.38,7.0,0.0,807.442,-0.633,20.7,39.42,2025-02-05 06:00:00
575,20.4,26.65,7.73,84.71,2.827,4.29,357.4,0.0,807.92,-0.64,20.55,27.78,2025-02-05 07:00:00
576,40.91,29.89,7.52,85.43,2.525,3.64,357.7,0.0,808.402,-0.622,15.76,24.0,2025-02-05 08:00:00
577,49.37,17.39,9.42,73.58,1.683,2.96,349.1,0.0,808.712,-0.519,5.75,34.37,2025-02-05 09:00:00
578,39.42,20.7,12.7,61.7,1.208,2.93,304.1,0.0,809.271,-0.127,1.12,20.6,2025-02-05 10:00:00
579,27.78,20.55,16.58,51.31,1.325,2.97,197.2,0.0,810.805,0.499,-6.59,5.21,2025-02-05 11:00:00
580,24.0,15.76,21.4,40.24,1.733,4.12,182.4,0.0,813.95,1.477,3.6,10.21,2025-02-05 12:00:00
581,34.37,5.75,23.87,34.34,2.245,5.46,174.1,0.0,813.325,1.711,7.03,3.81,2025-02-05 13:00:00
582,23.58,19.85,25.91,21.8,1.444,3.71,206.2,0.0,809.516,1.001,37.74,53.58,2025-02-05 18:00:00
583,44.53,39.03,22.0,23.13,2.454,5.68,232.7,0.0,806.189,-0.073,21.96,37.35,2025-02-05 19:00:00
584,51.17,44.83,19.15,25.52,2.082,6.75,279.0,0.0,804.88,-0.666,28.6,32.99,2025-02-05 20:00:00
585,58.65,51.49,17.82,29.02,2.269,3.57,2.2,0.0,805.755,-0.695,20.37,33.07,2025-02-05 21:00:00
586,53.58,37.74,16.92,38.07,1.58,3.22,77.9,0.0,806.519,-0.713,27.72,35.08,2025-02-05 22:00:00
587,37.35,21.96,15.61,47.92,0.861,1.82,52.5,0.0,806.912,-0.727,21.94,24.95,2025-02-05 23:00:00
588,32.99,28.6,14.77,51.3,1.584,2.89,17.8,0.0,807.15,-0.709,22.43,26.27,2025-02-06 00:00:00
589,33.07,20.37,13.8,55.68,2.5,3.55,356.1,0.0,807.102,-0.697,17.74,29.82,2025-02-06 01:00:00
590,35.08,27.72,12.98,60.04,2.443,3.57,3.2,0.0,806.98,-0.68,21.09,24.17,2025-02-06 02:00:00
591,24.95,21.94,12.42,62.23,2.507,4.28,358.3,0.0,806.693,-0.675,34.37,55.66,2025-02-06 03:00:00
592,26.27,22.43,11.25,64.76,2.183,2.95,358.2,0.0,806.653,-0.658,41.98,56.52,2025-02-06 04:00:00
593,29.82,17.74,11.1,64.51,2.401,3.61,35.8,0.0,806.614,-0.647,23.6,50.82,2025-02-06 05:00:00
594,24.17,21.09,9.81,66.89,2.47,3.84,14.5,0.0,806.804,-0.641,29.84,77.32,2025-02-06 06:00:00
595,55.66,34.37,9.29,68.94,2.588,4.21,11.4,0.0,807.31,-0.625,26.45,49.06,2025-02-06 07:00:00
596,56.52,41.98,9.64,67.86,1.272,2.15,50.1,0.0,808.013,-0.621,35.42,48.32,2025-02-06 08:00:00
597,50.82,23.6,11.12,60.91,1.769,2.81,351.4,0.0,808.617,-0.498,4.67,30.02,2025-02-06 09:00:00
598,77.32,29.84,15.09,48.53,1.335,2.95,260.4,0.0,809.272,-0.116,-0.81,29.6,2025-02-06 10:00:00
599,49.06,26.45,18.45,42.84,2.068,4.78,182.1,0.0,811.614,0.737,1.86,18.44,2025-02-06 11:00:00
600,48.32,35.42,22.43,36.2,1.805,4.01,179.5,0.0,814.015,1.481,-3.77,19.57,2025-02-06 12:00:00
601,30.02,4.67,25.07,28.45,2.077,4.4,172.2,0.0,813.577,1.658,21.22,35.59,2025-02-06 13:00:00
602,35.59,21.22,27.35,19.45,2.275,4.48,228.5,0.0,809.825,1.145,36.21,29.66,2025-02-06 17:00:00
603,28.57,27.6,26.43,21.96,3.129,5.91,83.4,0.0,809.6,0.904,23.24,28.49,2025-02-06 18:00:00
604,40.24,38.98,23.17,21.55,4.092,8.29,80.5,0.0,806.821,0.002,27.44,27.68,2025-02-06 19:00:00
605,36.5,38.29,20.04,24.67,4.793,8.25,58.8,0.0,805.48,-0.655,17.12,12.25,2025-02-06 20:00:00
606,29.66,36.21,18.65,26.57,5.177,10.24,67.7,0.0,806.395,-0.665,5.03,24.19,2025-02-06 21:00:00
607,28.49,23.24,17.54,32.04,4.319,8.95,63.2,0.0,807.073,-0.691,16.03,20.67,2025-02-06 22:00:00
608,27.68,27.44,16.44,37.79,1.439,4.41,98.8,0.0,807.705,-0.718,10.28,16.64,2025-02-06 23:00:00
609,12.25,17.12,15.27,41.23,1.521,3.32,271.6,0.0,807.757,-0.721,13.57,23.03,2025-02-07 00:00:00
610,24.19,5.03,14.65,42.05,1.492,4.21,317.7,0.0,807.722,-0.716,14.02,8.11,2025-02-07 01:00:00
611,20.67,16.03,13.84,46.18,1.41,3.02,37.4,0.0,807.854,-0.7,19.71,31.13,2025-02-07 02:00:00
612,16.64,10.28,13.3,51.03,2.341,4.31,55.9,0.0,807.685,-0.682,13.53,19.83,2025-02-07 03:00:00
613,23.03,13.57,12.23,52.94,1.838,4.2,47.0,0.0,807.445,-0.671,15.99,35.86,2025-02-07 04:00:00
614,8.11,14.02,11.08,54.78,2.502,4.68,24.1,0.0,807.346,-0.656,12.98,49.06,2025-02-07 05:00:00
615,31.13,19.71,9.54,57.15,2.921,5.06,336.3,0.0,807.345,-0.638,12.03,42.25,2025-02-07 06:00:00
616,19.83,13.53,9.77,54.05,2.149,3.9,25.4,0.0,807.942,-0.636,27.16,48.79,2025-02-07 07:00:00
617,35.86,15.99,9.56,52.9,2.75,4.65,8.0,0.0,808.56,-0.619,8.44,24.19,2025-02-07 08:00:00
618,49.06,12.98,11.79,46.66,1.486,3.62,349.1,0.0,809.279,-0.472,0.37,10.7,2025-02-07 09:00:00
619,42.25,12.03,15.67,38.24,1.395,3.11,178.8,0.0,809.822,-0.06,-11.61,7.51,2025-02-07 10:00:00
620,48.79,27.16,19.66,31.89,2.142,5.11,171.7,0.0,812.575,0.883,-7.63,8.54,2025-02-07 11:00:00
621,24.19,8.44,23.11,21.51,3.169,8.5,105.3,0.0,814.416,1.513,-6.51,7.45,2025-02-07 12:00:00
622,17.88,9.23,27.24,12.3,3.045,6.98,12.5,0.0,810.705,1.282,30.48,40.49,2025-02-07 17:00:00
623,13.85,13.97,25.83,14.28,3.273,8.09,42.8,0.0,810.209,0.937,17.25,36.62,2025-02-07 18:00:00
624,36.02,34.13,21.09,19.29,4.637,7.98,71.8,0.0,806.371,-0.425,22.52,25.88,2025-02-07 19:00:00
625,35.29,41.53,18.76,23.42,3.186,5.65,20.5,0.0,806.54,-0.639,24.59,12.61,2025-02-07 20:00:00
626,40.49,30.48,17.07,26.36,2.846,5.43,5.2,0.0,807.105,-0.679,146.14,14.58,2025-02-07 21:00:00
629,12.61,24.59,14.26,39.05,1.723,5.32,49.8,0.0,808.423,-0.707,9.95,7.26,2025-02-08 00:00:00
631,7.26,9.95,9.73,62.7,1.468,3.16,28.2,0.0,807.516,-0.637,31.29,39.45,2025-02-08 04:00:00
632,20.54,16.67,9.07,60.69,2.415,4.22,355.7,0.0,807.164,-0.626,16.32,46.07,2025-02-08 05:00:00
633,25.94,12.68,8.46,58.59,3.369,4.72,7.7,0.0,807.135,-0.632,19.93,46.8,2025-02-08 06:00:00
634,35.47,27.66,7.39,60.86,2.976,4.53,4.9,0.0,807.451,-0.637,12.48,21.25,2025-02-08 07:00:00
635,39.45,31.29,7.73,58.07,2.361,3.81,15.9,0.0,807.995,-0.621,10.72,34.18,2025-02-08 08:00:00
636,46.07,16.32,9.58,49.26,2.501,4.1,1.5,0.0,808.408,-0.459,-0.57,7.93,2025-02-08 09:00:00
637,46.8,19.93,13.78,34.89,1.82,4.28,342.4,0.0,809.115,-0.043,-9.29,8.04,2025-02-08 10:00:00
638,21.25,12.48,18.62,28.89,1.628,3.48,189.2,0.0,811.842,0.835,-10.55,15.71,2025-02-08 11:00:00
639,34.18,10.72,22.16,26.76,1.71,5.11,190.0,0.0,814.414,1.538,-9.26,-1.13,2025-02-08 12:00:00
640,12.42,4.5,26.88,10.79,2.597,6.96,303.9,0.0,810.802,1.305,25.98,25.07,2025-02-08 17:00:00
641,7.6,19.92,26.21,10.61,2.412,5.44,279.0,0.0,810.548,0.999,12.83,25.74,2025-02-08 18:00:00
642,37.09,20.64,22.84,11.68,2.13,5.45,343.6,0.0,808.032,0.091,17.57,17.82,2025-02-08 19:00:00
643,32.7,41.48,18.94,16.33,3.65,8.35,53.7,0.0,806.176,-0.658,29.64,27.66,2025-02-08 20:00:00
644,25.07,25.98,17.36,18.6,2.75,6.88,44.5,0.0,806.946,-0.696,18.07,37.76,2025-02-08 21:00:00
645,25.74,12.83,16.2,20.72,2.338,5.44,18.6,0.0,807.679,-0.72,17.42,39.74,2025-02-08 22:00:00
646,17.82,17.57,14.95,22.85,1.74,4.32,40.7,0.0,808.051,-0.719,7.12,31.22,2025-02-08 23:00:00
647,27.66,29.64,13.45,26.12,1.438,4.62,348.9,0.0,808.466,-0.719,11.17,19.94,2025-02-09 00:00:00
648,37.76,18.07,11.83,29.2,2.773,4.23,349.2,0.0,808.274,-0.814,13.32,26.92,2025-02-09 01:00:00
649,39.74,17.42,11.3,30.47,2.8,3.87,8.8,0.0,807.951,-0.805,21.24,30.66,2025-02-09 02:00:00
650,31.22,7.12,10.54,32.2,3.068,4.44,0.9,0.0,807.74,-0.792,23.96,31.2,2025-02-09 03:00:00
651,19.94,11.17,10.31,33.68,2.74,4.02,21.0,0.0,807.679,-0.774,17.8,25.68,2025-02-09 04:00:00
652,26.92,13.32,8.89,36.06,2.901,4.36,16.0,0.0,807.726,-0.766,9.52,38.26,2025-02-09 05:00:00
653,30.66,21.24,8.04,38.09,3.087,4.48,5.2,0.0,807.892,-0.76,10.0,29.23,2025-02-09 06:00:00
654,31.2,23.96,8.26,38.41,1.59,3.09,31.3,0.0,808.359,-0.765,19.15,34.93,2025-02-09 07:00:00
655,25.68,17.8,7.76,39.68,1.95,2.74,356.9,0.0,808.957,-0.757,18.8,27.07,2025-02-09 08:00:00
656,38.26,9.52,10.41,34.49,1.586,2.77,350.3,0.0,809.507,-0.597,18.28,27.36,2025-02-09 09:00:00
657,29.23,10.0,14.94,27.41,1.34,3.5,189.7,0.0,810.137,-0.1,8.07,30.94,2025-02-09 10:00:00
658,34.93,19.15,17.57,27.04,2.31,4.56,165.3,0.0,811.264,0.519,13.97,26.52,2025-02-09 11:00:00
659,27.07,18.8,22.39,29.05,2.242,5.63,185.0,0.0,814.689,1.817,-4.46,14.5,2025-02-09 12:00:00
660,27.36,18.28,24.73,29.04,3.16,6.49,174.8,0.0,814.162,2.06,17.13,15.84,2025-02-09 13:00:00
661,30.94,8.07,25.01,29.2,2.947,6.49,179.3,0.0,812.983,1.623,24.55,33.88,2025-02-09 14:00:00
662,26.52,13.97,25.64,23.81,3.788,8.99,179.9,0.0,811.304,1.623,40.71,64.53,2025-02-09 15:00:00
663,15.84,17.13,27.25,16.8,4.081,7.74,199.1,0.0,811.155,1.586,30.24,39.25,2025-02-09 17:00:00
664,33.88,24.55,26.25,16.43,4.172,7.66,217.5,0.0,810.509,1.101,21.75,47.07,2025-02-09 18:00:00
665,64.53,40.71,22.2,16.91,3.401,7.23,207.8,0.0,807.299,-0.396,25.89,39.54,2025-02-09 19:00:00
666,52.98,49.82,19.86,18.66,1.161,4.52,254.2,0.0,807.156,-0.77,26.61,17.05,2025-02-09 20:00:00
667,39.25,30.24,18.92,19.77,0.845,1.84,71.2,0.0,807.771,-0.806,13.98,18.44,2025-02-09 21:00:00
668,47.07,21.75,17.62,23.2,2.052,4.97,53.8,0.0,808.478,-0.859,19.07,9.37,2025-02-09 22:00:00
